품명,가격,카테고리,생산지,품종,당도,산도,바디,타닌
"파루쏘, 돌체또 달바 피아니 노체","39,000원",레드,이탈리아,돌체토 (Dolcetto) ,1,3,3,2
"파루쏘, 바롤로 부시아","250,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,5,5
"파루쏘, 랑게 비안코 브리꼬 로벨라","69,000원",화이트,이탈리아,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
포데레 포지오 스칼레떼 일 까르보나이오네,"160,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,0,4,0
"포지오 피아노, 끼안띠 끌라시꼬",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
"프로두토리 델 바르바레스코, 바르바레스코",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,4
"프로두토리 델 바르바레스코, 바르바레스코 리제르바 오벨로",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,5,5
"프로두토리 델 바르바레스코, 바르바레스코 리제르바 포라",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,5,5
"프로두토리 델 바르바레스코, 바르바레스코 리제르바 리오 소르도",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,4,4
"프로두토리 델 바르바레스코, 랑게 네비올로",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,0,4,0
"리베토, 네비올로 달바 '리라노'","49,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,3,4,4
"리베토, 바롤로 레온",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,4
"로베르토 보에르치오, 바르베라 달바 일 체레토","90,000원",레드,이탈리아,바르베라 (Barbera) ,1,4,4,4
"로베르토 보에르치오, 바르베라 달바 포쪼","1,000,000원",레드,이탈리아,바르베라 (Barbera) ,1,4,5,5
"로베르토 보에르치오, 돌체또 달바 프리아비노","55,000원",레드,이탈리아,돌체토 (Dolcetto) ,1,3,4,3
"로베르토 보에르치오, 바롤로 아눈치아타 토리글리오네","450,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"로베르토 보에르치오, 바롤로 브루나떼",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,0,5,0
"로베르토 보에르치오, 바롤로 체레뀌오",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,0,5,0
"로베르토 보에르치오, 바롤로 라 쎄라",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,0,0,0
"로베르토 보에르치오, 바롤로 사르마사","700,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"로베르토 보에르치오, 랑게 네비올로","90,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,4
"로베르토 보에르치오, 랑게 다 우바 메를로 폰타나짜","250,000원",레드,이탈리아,메를로 (Merlot) ,1,4,5,4
"산 쥬스토 아 렌텐나노, 라 리꼴마",가격정보없음,레드,이탈리아,메를로 (Merlot) ,1,3,4,3
"산 쥬스토 아 렌텐나노, 라 리꼴마",가격정보없음,레드,이탈리아,메를로 (Merlot) ,1,0,5,0
"산 쥬스토 아 렌텐나노, 뻬르카를로",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"산테로, 아스티 스푸만테",가격정보없음,스파클링,이탈리아,모스카토  (Moscato ) ,4,2,2,1
"산테로, 아스티 스푸만떼 카브드","34,000원",스파클링,이탈리아,모스카토  (Moscato ) ,4,2,2,1
빌라 욜란다 모스카토 다스티,"32,000원",스파클링,이탈리아,모스카토  (Moscato ) ,4,2,2,1
"산테로, 브라께또 다뀌",가격정보없음,스파클링,이탈리아,브라케토 (Brachetto) ,4,1,3,1
"산테로, 까베르네 핸드",가격정보없음,레드,이탈리아,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
"산테로, 샤르도네 핸드",가격정보없음,화이트,이탈리아,샤르도네 (Chardonnay) ,1,3,3,1
"스크리말리요, 바르베라 다스티 알파 로메오","85,000원",레드,이탈리아,바르베라 (Barbera) ,1,4,4,3
"세테 퐁티, 비냐 디 팔리노 키안티 리제르바 ","60,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,3,5,4
"세떼 퐁띠, 비냐 디 빨리노","41,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,0,0,0
씨로 파첸티 브루넬로 디 몬탈치노,"210,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,0,4,0
씨로 파첸티 로쏘 디 몬탈치노,"83,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,0,0,0
스파다포라 스끼에또 까베르네 소비뇽,"93,000원",레드,이탈리아,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
스파다포라 솔레 데이 빠드리,"151,000원",레드,이탈리아,시라/쉬라즈 (Syrah/Shiraz) ,1,0,0,0
"탈렌티, 브루넬로 디 몬탈치노",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,0,0,0
떼누따 라 마르께사 가비,"32,000원",화이트,이탈리아,코르테제 (Cortese) ,1,4,1,1
"테누테 부르키노, 카안티 수페리오레","27,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
"떼레 디 실라보, 소비뇽 가나","92,000원",화이트,이탈리아,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
"떼레 디 실라보, 샤도네이","47,000원",화이트,이탈리아,샤르도네 (Chardonnay) ,1,3,3,1
"테레 디 실라보, 소비뇽","47,000원",화이트,이탈리아,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
"떼레도라, 알리아니코",가격정보없음,레드,이탈리아,알리아니코 (Aglianico) ,2,2,4,4
"떼레도라, 팔랑기나 이르삐니아",가격정보없음,화이트,이탈리아,팔랑기나 (Falanghina) ,1,3,3,1
"떼레도라, 그레꼬 디 투포 로지아 델라 세라",가격정보없음,화이트,이탈리아,그레코 비앙코 (Greco Bianco) ,1,0,0,0
"떼레도라, 라끄리마 크리스티 델 베수비오 비앙코",가격정보없음,화이트,이탈리아,코다 디 볼페 (Coda di Volpe) ,1,3,3,1
"떼레도라, 타우라시 깜포레 리제르바",가격정보없음,레드,이탈리아,알리아니코 (Aglianico) ,1,2,5,4
"떼레도라, 타우라시 파띠까 꼰따띠나",가격정보없음,레드,이탈리아,알리아니코 (Aglianico) ,1,2,5,3
"발디까바, 브루넬로 디 몬탈치노",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,3
"발디까바, 로쏘 디 몬탈치노",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,3,3
마쏠리노 바롤로,가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,4,4
마쏠리노 바롤로 파라파다,가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,0,4,0
마쏠리노 바롤로 파라파다,가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,4
마쏠리노 바롤로 비냐 리온다 리제르바,가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,5,5
마쏠리노 바롤로 마르게리아,"265,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,0,4,0
마쏠리노 랑게 샤르도네,가격정보없음,화이트,이탈리아,샤르도네 (Chardonnay) ,1,3,3,1
마쏠리노 바르베라 달바,가격정보없음,레드,이탈리아,바르베라 (Barbera) ,1,0,0,0
"꼴로놀레, 끼안띠 루피나","32,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,2
"꼴로놀레, 끼안띠 루피나 리세르바 델 돈","56,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,3,3,3
"빌라 필로, 시라","133,000원",레드,이탈리아,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,5
빌라 스파리나 가비 디 가비,가격정보없음,화이트,이탈리아,코르테제 (Cortese) ,1,4,3,1
"빈센조 보쏘티, 샤르도네","42,000원",화이트,이탈리아,샤르도네 (Chardonnay) ,1,3,3,1
"파또리아 비티치오, 프루나이오","120,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"브리갈다라, 발폴리첼라 끌라시꼬","35,000원",레드,이탈리아,코르비나 (Corvina) ,1,4,3,2
"폰토디, 키안티 클라시코","79,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
"폰토디, 플라치아넬로 델라 피에베","340,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,5,4
"랭, 리슬링 아이스와인","178,000원",화이트,캐나다,리슬링 (Riesling) ,5,3,3,1
"이바치, 비달 아이스와인","84,000원",화이트,캐나다,비달 (Vidal) ,5,3,3,1
"이바치, 레잇 하베스트","55,000원",화이트,캐나다,비달 (Vidal) ,5,1,4,1
"이바치, 리즐링 돌체","27,000원",화이트,캐나다,리슬링 (Riesling) ,4,2,3,1
"또조, 아스띠 스푸만떼","32,000원",스파클링,이탈리아,모스카토  (Moscato ) ,4,2,2,1
"또조, 모스카토 다스티","38,000원",화이트,이탈리아,모스카토  (Moscato ) ,4,2,2,1
"폰토디, 까제 비아 피노 네로","143,000원",레드,이탈리아,피노 네로 (Pinot Nero) ,1,4,3,3
"폰또디, 까제 비아 시라",가격정보없음,레드,이탈리아,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
"알타 비스타, 그랑 리저브 말벡",가격정보없음,레드,아르헨티나,말벡 (Malbec) ,1,3,4,4
"알타 비스타, 프리미엄 까베르네 소비뇽","48,000원",레드,아르헨티나,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
"알타 비스타, 프리미엄 샤르도네","48,000원",화이트,아르헨티나,샤르도네 (Chardonnay) ,1,3,2,1
"알타 비스타, 프리미엄 말벡","48,000원",레드,아르헨티나,말벡 (Malbec) ,1,4,4,4
알타 비스타 프리미엄 토론테스,"30,000원",화이트,아르헨티나,토론테스 (Torrontes) ,1,0,0,0
"자카루, 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
"그랑 아라우카노, 까베르네 소비뇽",가격정보없음,레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
"그랑 아라우카노, 샤르도네",가격정보없음,화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
"락베어, 맥라렌 벨 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
"락베어, 바로사 베이브 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
"포르탈 리얼, 까베르네 쇼비뇽",가격정보없음,레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,3
"포르탈 리얼, 샤르도네",가격정보없음,화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
"포르탈 리얼, 소비뇽 블랑",가격정보없음,화이트,칠레,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
"투핸즈, 아레스 쉬라즈 ",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
"투핸즈, 벨라스 가든 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
"투핸즈, 날리 듀즈 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,3,3,5,3
"저니스 엔드, 비기닝 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
"투핸즈, 엔젤스 쉐어 쉬라즈","50,000원",레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,2,4,4,4
"투핸즈, 릴리스 가든",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
"보리 마뉘, 까베르네 소비뇽",가격정보없음,레드,프랑스,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
"보리 마뉘, 메를로",가격정보없음,레드,프랑스,메를로 (Merlot) ,2,3,2,2
디 지오르지오 프란세스코 리저브 까베르네 소비뇽,"110,000원",레드,호주,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,4
"디 지오르지오, 루신데일 까베르네 소비뇽","60,000원",레드,호주,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"디 지오르지오, 루신데일 스파클링 메를로","55,000원",스파클링,호주,메를로 (Merlot) ,2,0,3,0
"디 지오르지오, 스테리타 샤도네","40,000원",화이트,호주,샤르도네 (Chardonnay) ,1,3,3,1
"디 지오르지오, 스테리타 쉬라즈","40,000원",레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
"디 지오르지오, 야카 릿지 까베르네 소비뇽","24,000원",레드,호주,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"디 지오르지오, 야카 릿지 샤도네",가격정보없음,화이트,호주,샤르도네 (Chardonnay) ,1,3,3,1
"훌리오 부숑, 까르메네르 리제르바 에스페샬","55,000원",레드,칠레,카르메네르 (Carmenere) ,1,3,4,3
"훌리오 부숑, 샤도네 리제르바 에스페샬","33,000원",화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
훌리오 부숑 까베르네 쇼비뇽 리제르바,"25,000원",레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
훌리오 부숑 까베르네 소비뇽 리제르바 에스페샬,"55,000원",레드,칠레,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
"훌리오 부숑, 샤도네 리제르바","25,000원",화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
훌리오 부숑 메를로 리제르바,"25,000원",레드,칠레,메를로 (Merlot) ,1,3,3,3
"훌리오 부숑, 리제르바 소비뇽 블랑","25,000원",화이트,칠레,소비뇽 블랑 (Sauvignon Blanc) ,1,3,3,1
"훌리오 부숑, 말벡 리제르바 에스페샬","55,000원",레드,칠레,말벡 (Malbec) ,1,3,4,4
생 수페리 모스카토,"44,000원",화이트,미국,뮈스까 까넬리 (Muscat Canelli) ,4,2,3,1
생 수페리 소비뇽 블랑,"60,000원",화이트,미국,소비뇽 블랑 (Sauvignon Blanc) ,1,0,3,0
라 라드라 바르베라 다스티,가격정보없음,레드,이탈리아,바르베라 (Barbera) ,1,4,3,3
"아르망 루소, 샹베르땡 그랑 크뤼",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"아르망 루소, 샹베르땅 끌로 드 베쥬 그랑 크뤼",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"아르망 루소, 끌로 드 라 로슈",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"아르망 루소, 쥬브레 샹베르땡 프르미에 크뤼 '끌로 쌩 자크'",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"아르망 루소, 쥬브레 샹베르땡",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
"아르망 루소, 마지 샹베르땡 그랑 크뤼",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"코리노 죠반니, 바롤로",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,5
"코리노 죠반니, 바롤로 아르보리나",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,4
"코리노 죠반니, 바롤로 비냐 지아끼니",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,3,4
"페르티말리, 브루넬로 디 몬탈치노",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,4
"페르티말리, 브루넬로 디 몬탈치노 리제르바",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,4
"필로무시 겔피, 몬테풀치아노 다브루쪼",가격정보없음,레드,이탈리아,몬테풀치아노 (Montepulciano) ,1,3,4,3
"필로무시 겔피, 몬테풀치아노 다브루쪼 폰떼 데이",가격정보없음,레드,이탈리아,몬테풀치아노 (Montepulciano) ,1,3,4,4
"칼리테라, 트리부토 시라","45,000원",레드,칠레,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
"깔리떼라, 샤도네 리제르바",가격정보없음,화이트,칠레,샤르도네 (Chardonnay) ,1,3,2,1
"칼리테라, 트리부토 샤르도네","45,000원",화이트,칠레,샤르도네 (Chardonnay) ,1,4,3,1
"깔리떼라, 트리뷰트 말벡",가격정보없음,레드,칠레,말벡 (Malbec) ,1,3,4,3
"컬런, 샤도네이",가격정보없음,화이트,호주,샤르도네 (Chardonnay) ,1,3,4,1
"도멘 드 람브레이, 끌로 데 람브레이 그랑 크뤼",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,0,4,0
"도멘 드 람브레이, 모레이 쌩 드니",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,5,2,2
"도멘 가레이, 부르고뉴 루즈",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,5,2,2
"마르셀 다이스, 게뷔르츠트라미너 버그하임",가격정보없음,화이트,프랑스,게뷔르츠트라미너 (Gewurztraminer) ,2,3,4,1
"마르셀 다이스, 리슬링 방당주 타르디브","120,000원",화이트,프랑스,리슬링 (Riesling) ,4,4,4,1
"마르셀 다이스, 리슬링 베블렌하임","55,000원",화이트,프랑스,리슬링 (Riesling) ,1,3,3,1
"마르셀 다이스, 쇼넨버그 그랑 크뤼",가격정보없음,화이트,프랑스,리슬링 (Riesling) ,2,3,4,1
"레드 비씨클레트, 샤르도네",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"레드 비씨클레트, 메를로",가격정보없음,레드,프랑스,메를로 (Merlot) ,1,3,3,3
"레드 비씨클레트, 시라",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
"코퍼리지, 진판델",가격정보없음,레드,미국,진판델 (Zinfandel) ,1,4,4,4
"이오스, 샤도네",가격정보없음,화이트,미국,샤르도네 (Chardonnay) ,1,0,0,0
"이오스, 샤도네",가격정보없음,화이트,미국,샤르도네 (Chardonnay) ,1,3,3,1
"이오스, 모스카토",가격정보없음,화이트,미국,모스카토  (Moscato ) ,4,2,2,1
이오스 소비뇽 블랑,가격정보없음,화이트,미국,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
라 샤스 뒤 빠쁘 까베르네 쇼비뇽,가격정보없음,레드,프랑스,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
라 샤스 뒤 빠쁘 쉬라즈,가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
"조르쥐 뒤뵈프, 시라 루즈",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,4
장 마크 보로카르 샤블리,가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,5,2,1
"장 마크 보로카, 샤블리 그랑 크뤼 부그로",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
"장 마크 보르카, 샤블리 프르미에 크뤼 몽멩",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
장 자크 꽁퓨롱 샹볼 뮈지니,가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,0,0,0
"쟝 자끄 꽁퓨롱, 끌로 드 부조 그랑 크뤼",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,0,0,0
장 자크 꽁퓨롱 끌로 드 부조 그랑 크뤼,가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,0,0,0
장 자크 꽁퓨롱 꼬뜨 드 뉘 빌라쥐,가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,2,2
레오나르도 끼안띠,가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,2,2
"레오나르도 다 빈치, 레오나르도 끼안띠 리제르바",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
