,품종,당도,산도,바디,타닌
2388,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
2389,시라/쉬라즈 (Syrah/Shiraz) ,1,4,3,4
2390,피노 누아 (Pinot Noir) ,1,3,4,4
2391,피노 누아 (Pinot Noir) ,1,5,3,1
2392,피노 누아 (Pinot Noir) ,1,0,0,0
2393,카베르네 소비뇽 (Cabernet Sauvignon) ,3,2,3,2
2394,피노타주 (Pinotage) ,1,3,2,3
2395,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2396,카베르네 소비뇽 (Cabernet Sauvignon) ,5,2,4,1
2397,피노타주 (Pinotage) ,1,3,5,4
2398,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
2399,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2400,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
2401,리슬링 (Riesling) ,1,5,3,1
2402,리슬링 (Riesling) ,1,5,3,1
2403,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,4
2404,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,5,0
2405,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
2406,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
2407,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,3
2408,시라/쉬라즈 (Syrah/Shiraz) ,1,0,5,0
2409,카스텔라옹 (Castelao) ,1,3,3,3
2410,샤르도네 (Chardonnay) ,1,3,3,1
2411,모스카토  (Moscato ) ,4,2,2,1
2412,네비올로 (Nebbiolo) ,1,4,3,4
2413,네비올로 (Nebbiolo) ,1,4,3,5
2414,네비올로 (Nebbiolo) ,1,4,3,4
2415,산지오베제 (Sangiovese) ,1,4,4,4
2416,피노 누아 (Pinot Noir) ,1,4,4,3
2417,진판델 (Zinfandel) ,4,0,0,0
2418,카베르네 소비뇽 (Cabernet Sauvignon) ,2,4,4,4
2419,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,4
2420,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
2421,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,4
2422,샤르도네 (Chardonnay) ,1,3,3,1
2423,샤르도네 (Chardonnay) ,1,5,3,1
2424,피노 누아 (Pinot Noir) ,1,4,3,2
2425,피노 누아 (Pinot Noir) ,1,5,3,2
2426,피노 누아 (Pinot Noir) ,1,5,4,2
2427,피노 누아 (Pinot Noir) ,1,5,3,2
2428,샤르도네 (Chardonnay) ,1,5,3,1
2429,샤르도네 (Chardonnay) ,1,4,4,1
2430,산지오베제 (Sangiovese) ,1,3,4,3
2431,산지오베제 그로쏘  (Sangiovese Grosso) ,1,3,4,4
2432,산지오베제 (Sangiovese) ,1,4,4,3
2433,산지오베제 (Sangiovese) ,1,3,4,4
2434,샤르도네 (Chardonnay) ,1,3,3,1
2435,샤르도네 (Chardonnay) ,1,4,3,1
2436,네비올로 (Nebbiolo) ,1,4,3,4
2437,네비올로 (Nebbiolo) ,1,4,3,4
2438,바르베라 (Barbera) ,1,4,3,3
2439,모스카토  (Moscato ) ,4,2,2,1
2440,코르테제 (Cortese) ,1,4,2,1
2441,모스카토  (Moscato ) ,4,2,3,1
2442,피노 누아 (Pinot Noir) ,1,3,2,1
2443,메를로 (Merlot) ,1,3,2,3
2444,비달 (Vidal) ,5,4,4,1
2445,리슬링 (Riesling) ,5,4,4,1
2446,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
2447,피노 누아 (Pinot Noir) ,1,0,3,0
2448,소비뇽 블랑 (Sauvignon Blanc) ,1,0,3,1
2449,피노 누아 (Pinot Noir) ,1,5,3,3
2450,소비뇽 블랑 (Sauvignon Blanc) ,1,5,3,1
2451,피노 누아 (Pinot Noir) ,1,3,3,3
2452,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
2453,메를로 (Merlot) ,1,3,3,3
2454,샤르도네 (Chardonnay) ,1,3,2,1
2455,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
2456,샤르도네 (Chardonnay) ,2,3,3,1
2457,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,3
2458,메를로 (Merlot) ,1,4,4,4
2459,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2460,피노 누아 (Pinot Noir) ,1,3,3,3
2461,모스카토  (Moscato ) ,4,2,2,1
2462,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
2463,샤르도네 (Chardonnay) ,1,3,2,1
2464,메를로 (Merlot) ,1,3,3,3
2465,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
2466,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,4
2467,소비뇽 블랑 (Sauvignon Blanc) ,5,4,2,1
2468,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,3
2469,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2470,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
2471,카르메네르 (Carmenere) ,1,3,3,3
2472,피노 누아 (Pinot Noir) ,1,3,3,2
2473,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
2474,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
2475,샤르도네 (Chardonnay) ,1,3,3,1
2476,세미용 (Semillon) ,1,3,2,1
2477,피노 누아 (Pinot Noir) ,1,4,3,3
2478,피노 누아 (Pinot Noir) ,1,4,3,2
2479,피노 누아 (Pinot Noir) ,1,4,3,2
2480,피노 누아 (Pinot Noir) ,1,5,3,2
2481,피노 누아 (Pinot Noir) ,1,4,2,2
2482,피노 누아 (Pinot Noir) ,1,5,2,2
2483,피노 누아 (Pinot Noir) ,1,4,2,2
2484,피노 누아 (Pinot Noir) ,1,4,2,2
2485,피노 누아 (Pinot Noir) ,1,4,3,2
2486,피노 누아 (Pinot Noir) ,1,4,3,3
2487,샤르도네 (Chardonnay) ,1,4,3,1
2488,알리아니코 (Aglianico) ,1,2,3,3
2489,몬테풀치아노 (Montepulciano) ,1,4,3,3
2490,몬테풀치아노 (Montepulciano) ,1,3,4,4
2491,템프라니요 (Tempranillo) ,1,3,3,3
2492,베르데호 (Verdejo) ,1,3,2,1
2493,시라/쉬라즈 (Syrah/Shiraz) ,1,4,3,4
2494,진판델 (Zinfandel) ,2,2,5,3
2495,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
2496,샤르도네 (Chardonnay) ,1,3,4,1
2497,메를로 (Merlot) ,1,3,3,3
2498,산지오베제 (Sangiovese) ,1,0,0,0
2499,진판델 (Zinfandel) ,1,3,3,3
2500,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
2501,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
2502,시라/쉬라즈 (Syrah/Shiraz) ,1,4,3,3
2503,피노 누아 (Pinot Noir) ,1,4,3,3
2504,리슬링 (Riesling) ,1,4,4,1
2505,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
2506,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
2507,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
2508,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,4,0
2509,메를로 (Merlot) ,1,0,4,0
2510,카르메네르 (Carmenere) ,1,4,3,3
2511,소비뇽 블랑 (Sauvignon Blanc) ,1,3,3,1
2512,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
2513,메를로 (Merlot) ,1,3,3,3
2514,피노 누아 (Pinot Noir) ,1,4,3,2
2515,모스카토 비앙코  (Moscato Bianco) ,4,2,3,1
2516,프로세코 (Prosecco) ,1,3,3,1
2517,피노 그리지오 (Pinot Grigio) ,1,3,3,1
2518,피노 그리지오 (Pinot Grigio) ,1,4,2,1
2519,라그레인 (Lagrein) ,1,3,3,3
2520,라그레인 (Lagrein) ,1,3,3,3
2521,리슬링 (Riesling) ,4,3,3,1
2522,알리아니코 (Aglianico) ,1,0,4,0
2523,알리아니코 (Aglianico) ,1,2,5,4
2524,피아노 (Fiano) ,1,4,3,1
2526,코다 디 볼페 (Coda di Volpe) ,1,3,3,1
2527,알리아니코 (Aglianico) ,1,2,3,4
2528,팔랑기나 (Falanghina) ,1,0,0,0
2529,네로 다볼라 (Nero d'Avola) ,1,3,3,3
2530,바르베라 (Barbera) ,1,4,3,3
2531,네비올로 (Nebbiolo) ,1,4,4,5
2532,네비올로 (Nebbiolo) ,1,4,4,4
2534,비달 (Vidal) ,5,3,4,1
2535,프루놀로 젠타일 (Prugnolo Gentile) ,1,3,4,3
2536,몬테풀치아노 (Montepulciano) ,1,4,4,3
2537,트레비아노 (Trebbiano) ,1,3,3,1
2538,카베르네 프랑 (Cabernet Franc) ,1,3,4,3
2539,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2540,모스카토  (Moscato ) ,1,3,3,1
2541,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,4
2542,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
2543,샤르도네 (Chardonnay) ,1,3,3,1
2544,샤르도네 (Chardonnay) ,1,3,3,1
2545,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
2546,카르메네르 (Carmenere) ,1,3,3,3
2547,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
2548,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,2,3
2549,메를로 (Merlot) ,1,3,2,2
2550,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2551,아이렌 (Airen) ,1,4,2,1
2552,템프라니요 (Tempranillo) ,1,3,3,3
2553,카르메네르 (Carmenere) ,1,3,3,3
2554,샤르도네 (Chardonnay) ,1,3,3,1
2555,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
2556,메를로 (Merlot) ,1,3,2,3
2557,네비올로 (Nebbiolo) ,1,4,3,4
2558,메를로 (Merlot) ,1,3,3,3
2559,바르베라 (Barbera) ,1,4,3,2
2560,돌체토 (Dolcetto) ,1,4,3,3
2561,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2562,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2563,리슬링 (Riesling) ,1,3,3,1
2564,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
2565,샤르도네 (Chardonnay) ,1,5,3,1
2566,피노 누아 (Pinot Noir) ,1,4,3,2
2567,피노 누아 (Pinot Noir) ,1,4,3,2
2568,피노 누아 (Pinot Noir) ,1,4,3,3
2569,피노 누아 (Pinot Noir) ,1,4,3,2
2570,피노 누아 (Pinot Noir) ,1,3,3,2
2571,피노 누아 (Pinot Noir) ,1,4,2,2
2572,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
2573,메를로 (Merlot) ,1,3,3,3
2574,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2575,샤르도네 (Chardonnay) ,1,3,3,1
2576,메를로 (Merlot) ,1,3,3,3
2577,샤르도네 (Chardonnay) ,1,3,3,1
2578,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
2579,진판델 (Zinfandel) ,1,3,5,3
2580,샤르도네 (Chardonnay) ,1,3,3,1
2581,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
2582,샤르도네 (Chardonnay) ,1,3,3,1
2583,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
2584,말벡 (Malbec) ,1,3,4,3
2585,샤르도네 (Chardonnay) ,1,3,3,1
2586,말벡 (Malbec) ,1,3,4,4
2587,말벡 (Malbec) ,1,3,4,4
2588,템프라니요 (Tempranillo) ,1,3,4,4
2589,템프라니요 (Tempranillo) ,1,3,4,4
2590,템프라니요 (Tempranillo) ,1,3,4,3
2591,템프라니요 (Tempranillo) ,1,3,4,3
2592,피노 누아 (Pinot Noir) ,1,5,3,3
2593,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
2594,피노 누아 (Pinot Noir) ,1,3,3,2
2595,바르베라 (Barbera) ,1,4,2,2
2596,바르베라 (Barbera) ,1,4,3,3
2597,코르테제 (Cortese) ,1,3,1,1
2598,모스카토  (Moscato ) ,4,2,2,1
2599,시라/쉬라즈 (Syrah/Shiraz) ,1,4,3,4
2600,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
2601,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
2602,리슬링 (Riesling) ,1,3,2,1
2603,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
2604,모스카토  (Moscato ) ,4,2,2,1
2605,카베르네 프랑 (Cabernet Franc) ,1,3,3,3
2606,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
2607,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
2608,시라/쉬라즈 (Syrah/Shiraz) ,1,0,4,0
2609,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,3,0
2610,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2611,말벡 (Malbec) ,1,3,4,4
2612,말벡 (Malbec) ,1,3,5,4
2613,피노 누아 (Pinot Noir) ,1,5,3,3
2614,샤르도네 (Chardonnay) ,1,4,3,1
2615,소비뇽 블랑 (Sauvignon Blanc) ,1,5,2,1
2616,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,5
2617,시라/쉬라즈 (Syrah/Shiraz) ,1,0,0,0
2618,쇼이레베 (Scheurebe) ,5,3,5,1
2619,츠바이겔트 (Zweigelt) ,5,2,3,1
2620,템프라니요 (Tempranillo) ,1,3,4,4
2621,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,5
2622,산지오베제 (Sangiovese) ,1,0,0,0
2623,샤르도네 (Chardonnay) ,1,5,3,1
2624,샤르도네 (Chardonnay) ,1,4,3,1
2625,피노 누아 (Pinot Noir) ,1,4,3,2
2626,피노 누아 (Pinot Noir) ,1,4,2,2
2627,피노 누아 (Pinot Noir) ,1,4,3,2
2628,피노 누아 (Pinot Noir) ,1,4,3,2
2629,피노 누아 (Pinot Noir) ,1,4,3,2
2630,피노 누아 (Pinot Noir) ,1,0,0,0
2631,피노 누아 (Pinot Noir) ,1,4,2,2
2632,피노 누아 (Pinot Noir) ,1,4,3,2
2633,피노 누아 (Pinot Noir) ,1,4,3,2
2634,피노 누아 (Pinot Noir) ,1,0,0,0
2635,피노 누아 (Pinot Noir) ,1,4,3,3
2636,피노 누아 (Pinot Noir) ,1,4,3,3
2637,피노 누아 (Pinot Noir) ,1,4,4,3
2638,피노 누아 (Pinot Noir) ,1,4,2,2
2639,피노 누아 (Pinot Noir) ,1,0,0,0
2640,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
2641,프리미티보 (Primitivo) ,2,3,3,3
2642,모스카토  (Moscato ) ,4,2,2,1
2643,브라케토 (Brachetto) ,4,1,3,2
2644,리슬링 (Riesling) ,5,2,2,1
2645,리슬링 (Riesling) ,5,2,2,1
2646,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2647,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2648,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,4
2649,모스카토  (Moscato ) ,4,2,2,1
2650,리슬링 (Riesling) ,1,3,3,1
2651,모스카토  (Moscato ) ,5,0,0,0
2652,피노 누아 (Pinot Noir) ,1,5,3,3
2653,샤르도네 (Chardonnay) ,1,3,3,1
2654,카베르네 소비뇽 (Cabernet Sauvignon) ,1,0,0,0
2655,피노 누아 (Pinot Noir) ,1,4,3,3
2656,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,5
2657,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,3
2658,샤르도네 (Chardonnay) ,1,3,2,1
2659,샤르도네 (Chardonnay) ,1,0,3,0
2660,말벡 (Malbec) ,1,3,5,4
2661,피노 누아 (Pinot Noir) ,1,4,2,2
2662,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
2663,말벡 (Malbec) ,1,3,3,3
2664,샤르도네 (Chardonnay) ,1,3,3,1
2665,피노 누아 (Pinot Noir) ,1,3,3,2
2666,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
2667,샤르도네 (Chardonnay) ,1,4,3,1
2668,메를로 (Merlot) ,1,4,3,3
2669,샤르도네 (Chardonnay) ,1,5,3,1
2670,샤르도네 (Chardonnay) ,1,5,2,1
2671,피노 누아 (Pinot Noir) ,1,5,2,3
2672,피노 누아 (Pinot Noir) ,1,5,2,2
2673,피노타주 (Pinotage) ,1,0,4,0
2674,메를로 (Merlot) ,1,4,4,3
2675,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
2676,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2677,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2678,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,5
2679,메를로 (Merlot) ,1,3,3,3
2680,피노 누아 (Pinot Noir) ,1,4,3,2
2681,샤르도네 (Chardonnay) ,1,3,3,1
2682,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,3
2683,샤르도네 (Chardonnay) ,1,3,3,1
2684,메를로 (Merlot) ,1,3,3,3
2685,진판델 (Zinfandel) ,2,2,5,3
2686,피노 누아 (Pinot Noir) ,1,3,3,3
2687,메를로 (Merlot) ,1,3,4,3
2688,피노 누아 (Pinot Noir) ,1,4,3,3
2689,모스카토  (Moscato ) ,4,2,2,1
2690,샤르도네 (Chardonnay) ,1,3,3,1
2691,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2692,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,5
2693,소비뇽 블랑 (Sauvignon Blanc) ,1,5,3,1
2694,네그로아마로 (Negroamaro) ,1,3,3,3
2695,피노 누아 (Pinot Noir) ,1,5,2,2
2696,피노 누아 (Pinot Noir) ,1,4,3,3
2697,피노 누아 (Pinot Noir) ,1,4,3,2
2698,피노 누아 (Pinot Noir) ,1,4,3,3
2699,피노 누아 (Pinot Noir) ,1,4,2,2
2700,피노 누아 (Pinot Noir) ,1,4,2,2
2701,피노 누아 (Pinot Noir) ,1,4,2,2
2702,피노 누아 (Pinot Noir) ,1,4,2,2
2703,피노 누아 (Pinot Noir) ,1,4,3,2
2704,피노 누아 (Pinot Noir) ,1,4,2,2
2705,피노 누아 (Pinot Noir) ,1,4,3,2
2706,피노 누아 (Pinot Noir) ,1,4,3,2
2707,피노 누아 (Pinot Noir) ,1,4,2,2
2708,피노 누아 (Pinot Noir) ,1,4,3,2
2709,샤르도네 (Chardonnay) ,1,4,4,1
2710,샤르도네 (Chardonnay) ,1,5,4,1
2711,샤르도네 (Chardonnay) ,1,4,4,1
2712,샤르도네 (Chardonnay) ,1,4,4,1
2713,샤르도네 (Chardonnay) ,1,5,3,1
2714,샤르도네 (Chardonnay) ,1,4,4,1
2715,피노 누아 (Pinot Noir) ,1,4,3,2
2716,피노 누아 (Pinot Noir) ,1,4,2,2
2717,피노 누아 (Pinot Noir) ,1,4,3,2
2718,샤르도네 (Chardonnay) ,1,4,3,1
2719,샤르도네 (Chardonnay) ,1,4,3,1
2720,샤르도네 (Chardonnay) ,1,4,3,1
2721,샤르도네 (Chardonnay) ,1,4,3,1
2722,비우라 (Viura) ,1,4,1,1
2723,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
2724,피노 누아 (Pinot Noir) ,1,3,3,2
2725,피노 누아 (Pinot Noir) ,1,0,4,0
2726,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
2727,리슬링 (Riesling) ,5,1,4,1
2728,샤르도네 (Chardonnay) ,1,0,5,0
2729,샤르도네 (Chardonnay) ,1,3,4,1
2730,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,5
2731,피노 누아 (Pinot Noir) ,1,5,3,1
2732,리슬링 (Riesling) ,1,4,4,1
2733,샤르도네 (Chardonnay) ,1,4,4,1
2734,샤르도네 (Chardonnay) ,1,4,4,1
2735,샤르도네 (Chardonnay) ,1,0,4,0
2736,피노 누아 (Pinot Noir) ,1,4,3,2
2737,비오니에 (Viognier) ,1,3,4,1
2738,피노 누아 (Pinot Noir) ,1,0,0,0
2739,피노 누아 (Pinot Noir) ,1,4,3,3
2740,샤르도네 (Chardonnay) ,1,4,2,1
2741,샤르도네 (Chardonnay) ,1,4,3,1
2742,샤르도네 (Chardonnay) ,1,4,4,1
2743,피노 누아 (Pinot Noir) ,1,4,2,2
2744,피노 누아 (Pinot Noir) ,1,4,3,2
2745,피노 누아 (Pinot Noir) ,1,4,4,3
2746,템프라니요 (Tempranillo) ,5,2,4,2
2747,소비뇽 블랑 (Sauvignon Blanc) ,1,3,2,1
2748,샤르도네 (Chardonnay) ,1,4,3,1
2749,모스카토  (Moscato ) ,4,2,3,1
2750,브라케토 (Brachetto) ,4,1,4,1
2751,피노 누아 (Pinot Noir) ,1,5,2,2
2752,산지오베제 (Sangiovese) ,1,4,2,2
2753,산지오베제 (Sangiovese) ,1,4,3,3
2754,산지오베제 (Sangiovese) ,1,4,3,3
2755,카르메네르 (Carmenere) ,1,0,3,0
2756,산지오베제 (Sangiovese) ,1,3,4,3
2757,소비뇽 블랑 (Sauvignon Blanc) ,1,0,2,1
2758,피노 누아 (Pinot Noir) ,1,4,3,3
2759,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2760,메를로 (Merlot) ,1,3,4,3
2761,쁘띠 시라  (Petite Sirah) ,1,3,4,3
2762,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
2763,피노 누아 (Pinot Noir) ,1,3,3,2
2764,샤르도네 (Chardonnay) ,1,3,3,1
2765,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2766,슈냉 블랑 (Chenin Blanc) ,1,4,3,1
2767,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
2768,시라/쉬라즈 (Syrah/Shiraz) ,1,0,5,0
2769,리슬링 (Riesling) ,3,2,2,1
2770,샤르도네 (Chardonnay) ,1,3,3,1
2771,카르메네르 (Carmenere) ,1,3,3,2
2772,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,4
2773,카르메네르 (Carmenere) ,1,3,3,3
2774,슈냉 블랑 (Chenin Blanc) ,1,4,3,1
2775,샤르도네 (Chardonnay) ,1,3,3,1
2776,게뷔르츠트라미너 (Gewurztraminer) ,5,2,5,1
2777,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
2778,피노 누아 (Pinot Noir) ,1,4,4,3
2779,피노 누아 (Pinot Noir) ,1,4,2,2
2780,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2781,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2782,샤르도네 (Chardonnay) ,1,3,3,1
2783,푸르민트 (Furmint) ,1,4,3,1
2784,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
2785,피노 누아 (Pinot Noir) ,1,3,2,3
2786,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
2787,샤르도네 (Chardonnay) ,1,3,3,1
2788,뮈스까 (Muscat) ,5,2,5,1
2789,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
2790,메를로 (Merlot) ,1,3,3,3
2791,샤르도네 (Chardonnay) ,1,3,2,1
2792,모스카토  (Moscato ) ,4,2,2,1
2793,샤르도네 (Chardonnay) ,1,3,3,1
2794,메를로 (Merlot) ,1,2,3,3
2795,시라/쉬라즈 (Syrah/Shiraz) ,1,2,3,3
2796,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,4
2797,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
2798,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,4
2799,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,4
2800,피노 누아 (Pinot Noir) ,1,5,2,1
2801,샤르도네 (Chardonnay) ,1,5,2,1
2802,말벡 (Malbec) ,1,3,4,4
2803,피노 그리 (Pinot Gris) ,2,3,2,1
2804,게뷔르츠트라미너 (Gewurztraminer) ,2,2,3,1
2805,리슬링 (Riesling) ,4,3,3,1
2806,피노 누아 (Pinot Noir) ,1,3,3,2
2807,게뷔르츠트라미너 (Gewurztraminer) ,2,3,2,1
2808,리슬링 (Riesling) ,1,4,2,1
2809,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2810,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2811,슈냉 블랑 (Chenin Blanc) ,5,2,2,1
2812,슈냉 블랑 (Chenin Blanc) ,4,2,2,1
2813,샤르도네 (Chardonnay) ,1,5,3,1
2814,샤르도네 (Chardonnay) ,1,3,2,1
2815,피노 그리지오 (Pinot Grigio) ,1,3,3,1
2816,리슬링 (Riesling) ,2,5,2,1
2817,리슬링 (Riesling) ,2,5,2,1
2818,피노 네로 (Pinot Nero) ,1,3,3,2
2819,가르가네가 (Garganega) ,1,4,2,1
2820,네비올로 (Nebbiolo) ,1,4,3,4
2821,네비올로 (Nebbiolo) ,1,4,4,5
2822,돌체토 (Dolcetto) ,1,3,3,2
2823,네비올로 (Nebbiolo) ,1,4,3,5
2824,네비올로 (Nebbiolo) ,1,0,0,0
2825,네비올로 (Nebbiolo) ,1,4,4,5
2826,네비올로 (Nebbiolo) ,1,4,4,4
2827,네비올로 (Nebbiolo) ,1,4,3,4
2828,카스텔라옹 (Castelao) ,1,0,0,0
2829,진판델 (Zinfandel) ,1,3,4,3
2830,진판델 (Zinfandel) ,2,2,2,1
2831,모스카토 비앙코  (Moscato Bianco) ,4,2,2,1
2832,네비올로 (Nebbiolo) ,1,4,3,3
2833,네비올로 (Nebbiolo) ,1,4,3,4
2834,네비올로 (Nebbiolo) ,1,3,3,3
2835,프로세코 (Prosecco) ,1,4,2,1
2836,피노 누아 (Pinot Noir) ,1,4,2,2
2837,샤르도네 (Chardonnay) ,1,5,3,1
2838,샤르도네 (Chardonnay) ,1,5,3,1
2839,피노 누아 (Pinot Noir) ,1,4,3,2
2840,피노 누아 (Pinot Noir) ,1,4,3,3
2841,샤르도네 (Chardonnay) ,1,4,4,1
2842,피노 누아 (Pinot Noir) ,1,4,4,3
2843,피노 누아 (Pinot Noir) ,1,3,3,1
2844,피노 그리지오 (Pinot Grigio) ,1,3,3,1
2845,모스카텔 드 세투발  (Moscatel de Setubal) ,1,3,2,1
2846,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2847,피노 누아 (Pinot Noir) ,1,4,3,2
2848,샤르도네 (Chardonnay) ,1,3,2,1
2849,몬테풀치아노 (Montepulciano) ,1,3,4,4
2850,트레비아노 (Trebbiano) ,1,3,3,1
2851,페코리노 (Pecorino) ,1,3,3,1
2852,몬테풀치아노 (Montepulciano) ,1,3,5,3
2853,카베르네 소비뇽 (Cabernet Sauvignon) ,1,2,4,4
2854,샤르도네 (Chardonnay) ,1,3,3,1
2855,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
2856,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
2857,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,4
2858,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
2859,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
2860,샤르도네 (Chardonnay) ,1,3,4,1
2861,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
2862,피노 누아 (Pinot Noir) ,1,5,3,2
2863,피노 누아 (Pinot Noir) ,1,4,2,2
2864,피노 누아 (Pinot Noir) ,1,4,3,2
2865,산지오베제 (Sangiovese) ,1,4,5,4
2866,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
2867,네렐로 마스칼레제 (Nerello Mascalese) ,1,0,0,0
